"ID","consumer","trait_name","r2","intercept","AIC","AICc","BIC","habitat","location","stage"
325,"Atriplex glabriuscula","net photosynthesis rate",0.975626777949412,1.53380221428571,-5.25347868614054,-233.907921498821,-5.52392794086397,"terrestrial","Department of Biological Sciences, Stanford University, Stanford, California",NA
326,"Phaseolus vulgaris","net photosynthesis rate",0.995020290846901,19.319509,15.8558975886936,NA,16.2531052970927,"terrestrial","Outdoor garden, Biological Sciences Department of Biology, University of Nevada, Reno, Nevada, USA",NA
327,"Phaseolus vulgaris","net photosynthesis rate",0.990043155328469,14.9327984444444,9.92645608407967,NA,10.9125789707608,"terrestrial","Outdoor garden, Biological Sciences Department of Biology, University of Nevada, Reno, Nevada, USA",NA
328,"Capalcum annuum","net photosynthesis rate",0.997613653541686,30.91151325,24.9926450324749,NA,25.389852740874,"terrestrial","Outdoor garden, Biological Sciences Department of Biology, University of Nevada, Reno, Nevada, USA",NA
329,"Capalcum annuum","net photosynthesis rate",0.999949463234738,22.164179125,-16.7306398794276,-286.674296804166,-16.3334321710284,"terrestrial","Outdoor garden, Biological Sciences Department of Biology, University of Nevada, Reno, Nevada, USA",NA
330,"Lycopersicon esculentum","net photosynthesis rate",0.992523615861259,37.8578414285714,34.9747905308242,-206.809514422466,34.7043412761007,"terrestrial","Outdoor garden, Biological Sciences Department of Biology, University of Nevada, Reno, Nevada, USA",NA
331,"Lycopersicon esculentum","net photosynthesis rate",0.999651290527844,31.4296597142857,4.02127721122863,NA,3.7508279565052,"terrestrial","Outdoor garden, Biological Sciences Department of Biology, University of Nevada, Reno, Nevada, USA",NA
332,"Scrophularia desertorum","net photosynthesis rate",0.982951225918998,35.2636425,39.2571940323737,NA,39.6544017407729,"terrestrial","Desert Research Institute, Biological Sciences Department of Biology, University of Nevada, Reno, Nevada, USA",NA
333,"Scrophularia desertorum","net photosynthesis rate",0.993352730217514,25.641042875,19.6843550098651,NA,20.0815627182643,"terrestrial","Desert Research Institute, Biological Sciences Department of Biology, University of Nevada, Reno, Nevada, USA",NA
334,"Cardaria draba","net photosynthesis rate",0.975574151435833,43.736673875,44.0461996808853,-252.460967852037,44.4434073892845,"terrestrial","Desert Research Institute, Biological Sciences Department of Biology, University of Nevada, Reno, Nevada, USA",NA
335,"Cardaria draba","net photosynthesis rate",0.956549943086072,31.711087,35.5573148303911,NA,35.9545225387903,"terrestrial","Desert Research Institute, Biological Sciences Department of Biology, University of Nevada, Reno, Nevada, USA",NA
336,"Populus Fremontii","net photosynthesis rate",0.995506271462002,40.86819075,35.7528751508479,NA,36.1500828592471,"terrestrial","Desert Research Institute, Biological Sciences Department of Biology, University of Nevada, Reno, Nevada, USA",NA
337,"Populus Fremontii","net photosynthesis rate",0.996677814665819,33.8858594444444,25.2703510601418,-Inf,26.2564739468229,"terrestrial","Desert Research Institute, Biological Sciences Department of Biology, University of Nevada, Reno, Nevada, USA",NA
338,"Lemna minor","net photosynthesis rate",0.744519432822529,3.27143470625,38.6419225661577,NA,39.0391302745569,"freshwater","Fisherman's Paradise, Bellefonte, Pennsylvania","fronds"
339,"Spirodela punctata","net photosynthesis rate",0.612609998994225,3.0384865475,42.7602963253016,-258.948409581768,43.1575040337008,"freshwater","Buckhout Laboratory, Pennsylvania State University","fronds"
340,"Myriophyllum spicatum","net photosynthesis rate",0.954539956939154,0.640515510909091,-19.5268836346774,-399.316423161249,-17.5374072706855,"freshwater","Lake Wingra, Madison, Wisconsin, USA","tips"
341,"Vallisneria americana","net photosynthesis rate",0.930223137602618,0.631100482631579,-36.9179422025537,NA,-32.1957473067215,"freshwater","University Bay, Madison, Wisconsin, USA","shoots"
342,"Myriophyllum salsugineum","net photosynthesis rate",0.958177671570007,94.9444444444444,67.8738934294622,-270.807626020171,68.8600163161433,"freshwater","Lake Wendouree, Ballarat, Victoria, then planted in Griffeth, New South Wales","shoots"
343,"Myriophyllum salsugineum","respiration rate",0.97299742613238,55.8,61.0045668864149,-292.388683475357,61.990689773096,"freshwater","Lake Wendouree, Ballarat, Victoria, then planted in Griffeth, New South Wales","shoots"
344,"Myriophyllum salsugineum","gross photosynthesis rate",0.590253269121972,118.288888888889,85.2810103548148,-286.150358850317,86.2671332414959,"freshwater","Lake Wendouree, Ballarat, Victoria, then planted in Griffeth, New South Wales","shoots"
345,"Zostera muelleri","net photosynthesis rate",1,30.84087785,-Inf,-Inf,-Inf,"marine","Swan Bay, Port Phillip Bay, Victoria","5 to 10  leaf blades"
346,"Zostera muelleri","respiration rate",0.98515427125877,28.12,35.9671114124555,NA,34.014300974626,"marine","Swan Bay, Port Phillip Bay, Victoria","5 to 10  leaf blades"
347,"Chromatium sp","net photosynthesis rate",0.885071257474381,58.679562625,73.4552627196924,NA,73.8524704280916,"freshwater","Lake Haruna",NA
348,"Chromatium sp","net photosynthesis rate",0.984725485223249,61.2961311428571,50.5313912582337,-213.223549545585,50.2609420035103,"freshwater","Yumoto hot sulfur spring",NA
349,"Chlorobium sp.","net photosynthesis rate",0.963890303738286,57.2865274833334,50.1569949257552,-155.826331668256,49.1157922718955,"freshwater","Yumoto hot sulfur spring",NA
350,"Chromatium sp","net photosynthesis rate",0.98482663274761,51.7330641666667,43.6605981533835,-155.826331668256,42.6193954995238,"freshwater","Botanical Institute, Faculty of Science, Tokyo Kyoiku University, Otsuka",NA
351,"Artemisia tridentata","net photosynthesis rate",0.993857229824845,5.796,3.778632133154,Inf,1.8258216953245,"terrestrial","Los Angeles, California, USA","shoots"
352,"Artemisia tridentata","net photosynthesis rate",0.997301938157583,6.268,-7.8446488973882,NA,-9.7974593352177,"terrestrial","Los Angeles, California, USA","shoots"
353,"Artemisia tridentata","net photosynthesis rate",0.955320896965011,5.306,4.3776135489647,NA,2.4248031111352,"terrestrial","Los Angeles, California, USA","shoots"
354,"Chamaebatiaria millefolium","net photosynthesis rate",0.999850968842098,8.078,-16.8121102553999,Inf,-18.7649206932294,"terrestrial","Los Angeles, California, USA","shoots"
355,"Chamaebatiaria millefolium","net photosynthesis rate",0.973425919348346,3.188,-2.17358430074237,Inf,-4.12639473857187,"terrestrial","Los Angeles, California, USA","shoots"
356,"Haplopappus apargioides","net photosynthesis rate",0.99556736821145,3.038,-9.56315146665473,NA,-11.5159619044842,"terrestrial","Los Angeles, California, USA","shoots"
357,"Haplopappus apargioides","net photosynthesis rate",0.929001539343817,2.968,1.52659929038181,Inf,-0.42621114744769,"terrestrial","Los Angeles, California, USA","shoots"
358,"Haplopappus apargioides","net photosynthesis rate",0.983470125695919,2.752,-5.50850038557309,NA,-7.46131082340259,"terrestrial","Los Angeles, California, USA","shoots"
359,"Artemisia arbuscula","net photosynthesis rate",0.9815754277034,5.278,-2.55385825663477,NA,-4.50666869446427,"terrestrial","Los Angeles, California, USA","shoots"
360,"Artemisia arbuscula","net photosynthesis rate",0.980836354955676,3.158,-4.23850347796004,NA,-6.19131391578954,"terrestrial","Los Angeles, California, USA","shoots"
361,"Encelia virginensis","net photosynthesis rate",0.999916197004547,16.604,-8.38532111009101,NA,-10.3381315479205,"terrestrial","Los Angeles, California, USA","shoots"
362,"Encelia virginensis","net photosynthesis rate",0.998369152534573,6.684,-9.72063503633613,Inf,-11.6734454741656,"terrestrial","Los Angeles, California, USA","shoots"
363,"Cylindrotheca closterium","net photosynthesis rate",0.842169813678942,565.9483877875,114.689789210394,NA,115.086996918793,"marine","Ems-Dollard Estuary, The Netherlands",NA
364,"Cylindrotheca closterium","net photosynthesis rate",0.817659219267389,467.784271785714,98.5333093323565,-184.111367962067,98.262860077633,"marine","Ems-Dollard Estuary, The Netherlands",NA
365,"Zostera noltii","net photosynthesis rate",0.900185744781927,0.33447072,-14.8720078652857,NA,-15.1424571200092,"marine","Palmones estuary, Southern Spain","large leafed"
366,"Zostera noltii","net photosynthesis rate",0.886042002694406,0.501242211428571,-16.3962419065358,NA,-16.6666911612592,"marine","Palmones estuary, Southern Spain","narrow leafed"
367,"Mastocarpus papillatus","net photosynthesis rate",0.760483188500866,0.552795032,1.45810361611973,NA,-0.494706821709769,"marine","Agassiz Beach at Hopkins Marine Station (HMS), Pacific Grove, California, USA","thallus"
368,"Mastocarpus papillatus","net photosynthesis rate",0.780438453775266,0.454037254,-8.3262192374445,Inf,-10.279029675274,"marine","Agassiz Beach at Hopkins Marine Station (HMS), Pacific Grove, California, USA","thallus"
369,"Mastocarpus papillatus","net photosynthesis rate",0.755466952933063,0.176863358,-21.475642054461,NA,-23.4284524922905,"marine","Agassiz Beach at Hopkins Marine Station (HMS), Pacific Grove, California, USA","thallus"
370,"Mastocarpus papillatus","respiration rate",0.855137812143567,0.218167706,-5.46643297424858,NA,-7.41924341207807,"marine","Agassiz Beach at Hopkins Marine Station (HMS), Pacific Grove, California, USA","thallus"
371,"Mastocarpus papillatus","respiration rate",0.963909628821818,0.226552792,-13.748702906383,NA,-15.7015133442125,"marine","Agassiz Beach at Hopkins Marine Station (HMS), Pacific Grove, California, USA","thallus"
372,"Mastocarpus papillatus","respiration rate",0.997456652893964,0.1436335406,-30.4830411076321,NA,-32.4358515454616,"marine","Agassiz Beach at Hopkins Marine Station (HMS), Pacific Grove, California, USA","thallus"
373,"Cyanidium caldarium","net photosynthesis rate",0.951796735459776,7.81369765,32.3647981855358,-Inf,32.762005893935,"freshwater","Cyanidium Creek, Yellowstone Park, Wyoming, USA",NA
374,"Cyanidium caldarium","net photosynthesis rate",0.763702321578489,14.6416581785714,54.9926876683768,-207.292464522874,54.7222384136533,"freshwater","Cyanidium Creek, Yellowstone Park, Wyoming, USA",NA
375,"Cyanidium caldarium","net photosynthesis rate",0.937069761408203,11.7231910428571,42.0851842417088,NA,41.8147349869854,"freshwater","Cyanidium Creek, Yellowstone Park, Wyoming, USA",NA
376,"Cyanidium caldarium","net photosynthesis rate",0.905324367620605,17.3918576685714,54.2819672993375,NA,54.011518044614,"terrestrial","Yellowstone terrestrial habitat",NA
377,"Desmarestia anceps","net photosynthesis rate",0.993084621056081,10.32417772,11.8758409567096,NA,9.92303051888013,"marine","Signy Island station of the British Antarctic Survey, South Orkney Islands","discs"
378,"Desmarestia anceps","respiration rate",0.999859293008061,4.9345557,-10.3710121272367,-182.505722603124,-11.4122147810964,"marine","Signy Island station of the British Antarctic Survey, South Orkney Islands","discs"
379,"Leptosarca simplex","net photosynthesis rate",1,16.5242165,-Inf,-Inf,-Inf,"marine","Signy Island station of the British Antarctic Survey, South Orkney Islands","discs"
380,"Leptosarca simplex","respiration rate",0.989062094491755,2.79887806333333,5.70079778286502,-170.551141614983,4.65959512900529,"marine","Signy Island station of the British Antarctic Survey, South Orkney Islands","discs"
381,"Phyllogigas grandifolius","net photosynthesis rate",0.999878522174892,8.10846074,-8.65457203044517,NA,-10.6073824682747,"marine","Signy Island station of the British Antarctic Survey, South Orkney Islands","discs"
382,"Phyllogigas grandifolius","respiration rate",0.968261515769703,5.28972932833333,23.299132821167,-176.620747085054,22.2579301673073,"marine","Signy Island station of the British Antarctic Survey, South Orkney Islands","discs"
384,"Ascoseira mirabilis","respiration rate",0.996967793867944,13.80249716,17.0832796264962,NA,15.1304691886667,"marine","Signy Island station of the British Antarctic Survey, South Orkney Islands","discs"
385,"Potamogeton pectinatus","gross photosynthesis rate",0.991804756793472,87.8087658333334,35.5020904055562,-164.144097834975,34.4608877516964,"freshwater","Lake Ijsselmeer, Lemmer, The Netherlands",NA
386,"Potamogeton pectinatus","net photosynthesis rate",0.998483602973001,42.669323,12.9433592094014,NA,11.9021565555416,"freshwater","Lake Ijsselmeer, Lemmer, The Netherlands",NA
387,"Potamogeton pectinatus","respiration rate",0.990341422031725,44.5816726,37.6908613796926,-Inf,36.6496587258328,"freshwater","Lake Ijsselmeer, Lemmer, The Netherlands",NA
388,"Potamogeton pectinatus","gross photosynthesis rate",0.926056906398771,55.0208993333333,39.0532216896786,-159.985214751615,38.0120190358188,"freshwater","Lake Ijsselmeer, Lemmer, The Netherlands",NA
389,"Potamogeton pectinatus","net photosynthesis rate",0.960849273305046,29.2326183333333,34.3749892525125,NA,33.3337865986528,"freshwater","Lake Ijsselmeer, Lemmer, The Netherlands",NA
390,"Potamogeton pectinatus","respiration rate",0.996379244596295,25.32051355,26.3454713402253,NA,25.3042686863655,"freshwater","Lake Ijsselmeer, Lemmer, The Netherlands",NA
391,"Potamogeton pectinatus","gross photosynthesis rate",0.96212724623076,54.5447528333334,38.8817522895551,NA,37.8405496356954,"freshwater","Lake Ijsselmeer, Lemmer, The Netherlands",NA
392,"Potamogeton pectinatus","net photosynthesis rate",0.88832291294502,29.4314961666667,37.1131674721552,-Inf,36.0719648182955,"freshwater","Lake Ijsselmeer, Lemmer, The Netherlands",NA
393,"Potamogeton pectinatus","respiration rate",0.99972362349589,24.3179488333333,9.33367080793776,-165.625258302564,8.29246815407804,"freshwater","Lake Ijsselmeer, Lemmer, The Netherlands",NA
394,"Potamogeton pectinatus","gross photosynthesis rate",0.992275510690686,40.4235603333333,24.2568346187307,NA,23.215631964871,"freshwater","Lake Ijsselmeer, Lemmer, The Netherlands",NA
395,"Potamogeton pectinatus","net photosynthesis rate",0.99563481929466,22.6088421666667,14.6967346045845,NA,13.6555319507247,"freshwater","Lake Ijsselmeer, Lemmer, The Netherlands",NA
396,"Potamogeton pectinatus","respiration rate",0.996945332462019,16.9594095,20.6483677953618,-172.461864001694,19.607165141502,"freshwater","Lake Ijsselmeer, Lemmer, The Netherlands",NA
397,"Potamogeton perfoliatus","gross photosynthesis rate",0.726163343838882,67.4747475714286,64.579370389149,-193.815428489906,64.3089211344256,"freshwater","Lake Ijsselmeer, Lemmer, The Netherlands",NA
398,"Potamogeton perfoliatus","net photosynthesis rate",0.990837559390712,29.7643095,21.0824687800335,-168.302980918335,20.0412661261737,"freshwater","Lake Ijsselmeer, Lemmer, The Netherlands",NA
399,"Potamogeton perfoliatus","respiration rate",0.989311707488691,50.5050505714286,45.278154135551,NA,45.0077048808276,"freshwater","Lake Ijsselmeer, Lemmer, The Netherlands",NA
400,"Potamogeton perfoliatus","gross photosynthesis rate",0.742661034379282,71.1207928571429,64.4545805982689,-202.440434258955,64.1841313435454,"freshwater","Lake Ijsselmeer, Lemmer, The Netherlands",NA
401,"Potamogeton perfoliatus","net photosynthesis rate",0.969785776778689,36.7200358333333,35.6146991595141,NA,34.5734965056544,"freshwater","Lake Ijsselmeer, Lemmer, The Netherlands",NA
402,"Potamogeton perfoliatus","respiration rate",0.990682359143843,55.484576,38.2562032183834,-Inf,37.2150005645237,"freshwater","Lake Ijsselmeer, Lemmer, The Netherlands",NA
403,"Potamogeton perfoliatus","gross photosynthesis rate",0.815951835708021,58.4887848571428,57.8890958842578,NA,57.6186466295344,"freshwater","Lake Ijsselmeer, Lemmer, The Netherlands",NA
404,"Potamogeton perfoliatus","net photosynthesis rate",0.930997550576506,26.3360885,31.9530582021103,-164.144097834975,30.9118555482506,"freshwater","Lake Ijsselmeer, Lemmer, The Netherlands",NA
405,"Potamogeton perfoliatus","respiration rate",0.978678657050052,40.116381,45.9941366637671,NA,45.7236874090436,"freshwater","Lake Ijsselmeer, Lemmer, The Netherlands",NA
406,"Potamogeton perfoliatus","gross photosynthesis rate",0.836444128862242,56.0663611428571,58.4603832972371,-202.695007768151,58.1899340425137,"freshwater","Lake Ijsselmeer, Lemmer, The Netherlands",NA
407,"Potamogeton perfoliatus","net photosynthesis rate",0.750071694843491,32.4674521666667,46.381250985831,NA,45.3400483319713,"freshwater","Lake Ijsselmeer, Lemmer, The Netherlands",NA
408,"Potamogeton perfoliatus","respiration rate",0.988386892075196,28.7988117142857,35.8907314708198,NA,35.6202822160963,"freshwater","Lake Ijsselmeer, Lemmer, The Netherlands",NA
409,"Callitriche obtusangula","gross photosynthesis rate",0.975190103778698,194.599007342857,66.1918414730564,-196.653684246663,65.9213922183329,"freshwater","Breukelen, The Netherlands","Apical shoots"
410,"Callitriche obtusangula","net photosynthesis rate",0.929898814014079,151.976222833333,56.1690281361062,NA,55.1278254822464,"freshwater","Breukelen, The Netherlands","Apical shoots"
411,"Callitriche obtusangula","respiration rate",0.941452200646347,72.296183,55.6050078959222,-196.875925134865,55.3345586411987,"freshwater","Breukelen, The Netherlands","Apical shoots"
412,"Callitriche obtusangula","gross photosynthesis rate",0.924902494391408,101.827756,53.0214191680173,NA,51.9802165141575,"freshwater","Breukelen, The Netherlands","Apical shoots"
413,"Callitriche obtusangula","net photosynthesis rate",0.921710411014844,73.974088,18.980119099135,Inf,17.0273086613055,"freshwater","Breukelen, The Netherlands","Apical shoots"
414,"Callitriche obtusangula","respiration rate",0.957516812581536,37.9963406666667,42.4603353324616,NA,41.4191326786019,"freshwater","Breukelen, The Netherlands","Apical shoots"
415,"Callitriche obtusangula","gross photosynthesis rate",0.899253286284516,76.428236,49.4316232750522,NA,48.3904206211924,"freshwater","Breukelen, The Netherlands","Apical shoots"
416,"Callitriche obtusangula","net photosynthesis rate",0.786034991189781,39.4756555,48.2180999170415,-Inf,47.1768972631818,"freshwater","Breukelen, The Netherlands","Apical shoots"
417,"Callitriche obtusangula","respiration rate",0.997314421505967,34.23221,25.4796629353786,NA,24.4384602815188,"freshwater","Breukelen, The Netherlands","Apical shoots"
418,"Callitriche obtusangula","gross photosynthesis rate",0.947055676905253,81.527225,44.94761606762,NA,43.9064134137603,"freshwater","Breukelen, The Netherlands","Apical shoots"
419,"Callitriche obtusangula","net photosynthesis rate",0.94271423970757,47.067021,38.7231737826154,NA,37.6819711287557,"freshwater","Breukelen, The Netherlands","Apical shoots"
420,"Callitriche obtusangula","respiration rate",0.988794210196457,32.0435475,33.3106195633364,NA,32.2694169094766,"freshwater","Breukelen, The Netherlands","Apical shoots"
421,"Callitriche obtusangula","gross photosynthesis rate",0.841838406037769,114.849786666667,51.5540825067948,NA,50.5128798529351,"freshwater","Breukelen, The Netherlands","Apical shoots"
422,"Callitriche obtusangula","net photosynthesis rate",0.85292825178966,69.3562231666667,51.1529903955839,NA,50.1117877417241,"freshwater","Breukelen, The Netherlands","Apical shoots"
423,"Callitriche obtusangula","respiration rate",0.997151549630823,43.9866475,29.0085961290294,NA,27.9673934751697,"freshwater","Breukelen, The Netherlands","Apical shoots"
424,"Enteromorpha intertinalis","respiration rate",0.861427948840664,1.47345594181818,-11.2005523650452,-392.506991868781,-9.2110760010533,"marine","Whitstable, Kent, UK",NA
425,"Fucus ceranoides","respiration rate",0.482625892040935,1.02870991454545,10.2343492830202,-388.927345464,12.223825647012,"marine","Whitstable, Kent, UK",NA
426,"Ulva lactuca","respiration rate",0.837607721473121,0.780023015833333,-0.958161028013707,-445.844974622541,1.46637222092629,"marine","Whitstable, Kent, UK",NA
427,"Chondrus crispus","respiration rate",0.745546837944623,0.661345323333334,-6.69763879705418,NA,-4.27310554811417,"marine","Whitstable, Kent, UK",NA
428,"Griffithsia flosculosa","respiration rate",0.541202215948658,0.614755193333334,-1.68980465443409,NA,0.734728594505912,"marine","Whitstable, Kent, UK",NA
429,"Porphyra umbilicalis","respiration rate",0.942448602864833,1.11129578083333,-14.918892080047,-436.113812027945,-12.494358831107,"marine","Whitstable, Kent, UK",NA
430,"Enteromorpha intertinalis","respiration rate",0.978189713308709,1.42363758923077,-21.3360381673352,NA,-18.5112913800275,"marine","Whitstable, Kent, UK",NA
431,"Fucus ceranoides","respiration rate",0.959892831517422,0.969376810769231,-24.6747891232898,-484.531907767786,-21.8500423359821,"marine","Whitstable, Kent, UK",NA
432,"Ulva lactuca","respiration rate",0.883469928112645,1.09025787583333,1.07370893164072,NA,3.49824218058072,"marine","Whitstable, Kent, UK",NA
433,"Chondrus crispus","respiration rate",0.939494944370077,0.406922431538462,-40.2494420032857,-484.531907767786,-37.424695215978,"marine","Whitstable, Kent, UK",NA
434,"Griffithsia flosculosa","respiration rate",0.882841553015574,0.611926591538462,-15.6446723289342,NA,-12.8199255416265,"marine","Whitstable, Kent, UK",NA
435,"Porphyra umbilicalis","respiration rate",0.868984194986007,0.561375790769231,-28.7028723493218,NA,-25.8781255620141,"marine","Whitstable, Kent, UK",NA
436,"Enteromorpha intertinalis","respiration rate",0.938600969907061,0.567118358,-12.7377537268679,NA,-11.2248282618976,"marine","Whitstable, Kent, UK",NA
437,"Fucus ceranoides","respiration rate",0.967770496952015,0.651554743,-13.2869621377212,-358.523414785193,-11.7740366727509,"marine","Whitstable, Kent, UK",NA
438,"Ulva lactuca","respiration rate",0.988755454811347,0.839319961,-23.8242222345997,-360.754850298335,-22.3112967696295,"marine","Whitstable, Kent, UK",NA
439,"Chondrus crispus","respiration rate",0.928858660589973,0.343888887,-19.6966014466953,NA,-18.1836759817251,"marine","Whitstable, Kent, UK",NA
440,"Griffithsia flosculosa","respiration rate",0.984050779406931,0.533795408,-28.5693287891503,NA,-27.0564033241801,"marine","Whitstable, Kent, UK",NA
441,"Phaeodactylum tricornutum",NA,0.843992332464485,1.102258808,7.30853997103963,Inf,5.35572953321013,"marine","Northeast Pacific Culture Collection (University of British Columbia, Vancouver, B.C.) no. 738 (isolated in West Dennis, MA, USA)",NA
442,"Phaeodactylum tricornutum",NA,0.997945202764975,0.2568455806,-20.2676333802121,NA,-22.2204438180416,"marine","Northeast Pacific Culture Collection (University of British Columbia, Vancouver, B.C.) no. 738 (isolated in West Dennis, MA, USA)",NA
443,"Acanthophora spicifera","net photosynthesis rate",0.989395566845578,4867.46256666667,99.1410852349864,NA,98.0998825811267,"marine","Mangrove community, Tampa Bay, Florida, Usa","branches"
444,"Gracilaria verrucosa","net photosynthesis rate",0.989922275955729,3748.59253333333,92.5319418954234,-125.683048543178,91.4907392415637,"marine","Mangrove community, Tampa Bay, Florida, Usa","branches"
445,"Bostrychia binderi","net photosynthesis rate",0.977244413242215,1629.1731226,77.4209308583944,NA,75.4681204205649,"marine","Mangrove community, Tampa Bay, Florida, Usa","branches"
446,"Cladophora repens","net photosynthesis rate",0.957562727201496,714.7602025,83.295523206654,-127.959986273407,82.2543205527943,"marine","Mangrove community, Tampa Bay, Florida, Usa","branches"
447,"Acanthophora spicifera","respiration rate",0.825474044152566,575.03652,82.7379566532535,NA,81.6967539993938,"marine","Mangrove community, Tampa Bay, Florida, Usa","branches"
448,"Gracilaria verrucosa","respiration rate",0.784373626663443,289.314268333333,71.9579727002105,NA,70.9167700463507,"marine","Mangrove community, Tampa Bay, Florida, Usa","branches"
449,"Bostrychia binderi","respiration rate",0.984931207550227,196.276526666667,60.4902767731312,NA,59.4490741192715,"marine","Mangrove community, Tampa Bay, Florida, Usa","branches"
450,"Cladophora repens","respiration rate",0.360070387779886,194.119986666667,75.4692820542,-147.508565501536,74.4280794003402,"marine","Mangrove community, Tampa Bay, Florida, Usa","branches"
451,"Catenella repens","net photosynthesis rate",0.983405822825242,1045.33916266667,82.6873216947042,NA,81.6461190408445,"marine","Salt marsh, mouth of Weeki Wachee River, Florida, Usa","branches"
452,"Spyridia filamentosa","net photosynthesis rate",1,1008.4410175,-Inf,-Inf,-Inf,"marine","Salt marsh, mouth of Weeki Wachee River, Florida, Usa","branches"
453,"Gracilaria verrucosa","net photosynthesis rate",0.995574451903763,767.568104,58.2277046280508,Inf,56.2748941902213,"marine","Salt marsh, mouth of Weeki Wachee River, Florida, Usa","branches"
454,"Bostrychia binderi","net photosynthesis rate",0.961505517258364,772.804573833334,83.6689493340584,NA,82.6277466801987,"marine","Salt marsh, mouth of Weeki Wachee River, Florida, Usa","branches"
455,"Catenella repens","respiration rate",0.975770911974013,179.206036666667,56.9741802486606,-151.667448584896,55.9329775948009,"marine","Salt marsh, mouth of Weeki Wachee River, Florida, Usa","branches"
456,"Spyridia filamentosa","respiration rate",0.973675701493702,261.690816666667,61.0117078699594,-145.075774852887,59.9705052160997,"marine","Salt marsh, mouth of Weeki Wachee River, Florida, Usa","branches"
457,"Gracilaria verrucosa","respiration rate",0.692131516469632,352.414546666667,79.4272177533009,NA,78.3860150994411,"marine","Salt marsh, mouth of Weeki Wachee River, Florida, Usa","branches"
458,"Bostrychia binderi","respiration rate",0.895342866709456,242.122421666667,73.9157844948201,-139.190799334817,72.8745818409603,"marine","Salt marsh, mouth of Weeki Wachee River, Florida, Usa","branches"
459,"Chlorella vulgaris","net photosynthesis rate",0.994036737823776,17.2665480906667,27.5960489082557,NA,26.554846254396,"freshwater","Hopkins Marine Station, Pacific Grove, Usa",NA
460,"Chlorella pyrenoidosa","net photosynthesis rate",0.999512429283157,6.55148515133333,-0.781392880764553,NA,-1.82259553462428,"freshwater","Hopkins Marine Station, Pacific Grove, Usa",NA
461,"Hormidium flaccidum","net photosynthesis rate",0.999841207224254,4.98247300042857,-16.2534226999986,NA,-16.523871954722,"freshwater","Hopkins Marine Station, Pacific Grove, Usa",NA
462,"Ferocactus acanthodes","respiration rate",0.983734953028681,5.4424243,25.9643840529884,NA,28.3889173019284,"terrestrial","University of California, Deep Canyon Desert, Research Center from 'Agave Hill' near Palm Desert,Calidornia, USA","root"
463,"Ferocactus acanthodes","respiration rate",0.985449903448642,5.26666658666667,25.7486742174783,NA,28.1732074664183,"terrestrial","University of California, Deep Canyon Desert, Research Center from 'Agave Hill' near Palm Desert,Calidornia, USA","root"
464,"Ferocactus acanthodes","respiration rate",0.980241282834619,9.89090916923077,42.4025388562914,NA,45.2272856435991,"terrestrial","University of California, Deep Canyon Desert, Research Center from 'Agave Hill' near Palm Desert,Calidornia, USA","root"
465,"Ferocactus acanthodes","respiration rate",0.982430894992569,10.8165288636364,37.6588402199121,NA,39.6483165839039,"terrestrial","University of California, Deep Canyon Desert, Research Center from 'Agave Hill' near Palm Desert,Calidornia, USA","root"
466,"Opuntia ficus-indica","respiration rate",0.987212045223503,9.10550252692308,39.4145504434195,-450.019433842201,42.2392972307271,"terrestrial","Espinosa Cactus Farm, San Bernardino, California, Usa","root"
467,"Opuntia ficus-indica","respiration rate",0.99192847794524,9.18850781818182,28.3701985929649,-375.683644616415,30.3596749569568,"terrestrial","Espinosa Cactus Farm, San Bernardino, California, Usa","root"
468,"Opuntia ficus-indica","respiration rate",0.968178373935578,17.7572608769231,64.5273387773054,NA,67.3520855646131,"terrestrial","Espinosa Cactus Farm, San Bernardino, California, Usa","root"
469,"Opuntia ficus-indica","respiration rate",0.977953795525507,17.9855248909091,50.0631226899441,NA,52.052599053936,"terrestrial","Espinosa Cactus Farm, San Bernardino, California, Usa","root"
470,"Plantago lanceolata","respiration rate",0.904398690807516,60.37021175,96.5148910922366,NA,98.9394243411766,"terrestrial","Emorsgate Seed Pty Ltd (Norfolk, UK)","root"
471,"Plantago lanceolata","respiration rate",0.97961051500474,106.847895416667,93.3064377369876,-387.620611455506,95.7309709859276,"terrestrial","Emorsgate Seed Pty Ltd (Norfolk, UK)","root"
472,"Plantago euryphylla","respiration rate",0.959514546112596,65.1216457,79.6926009781575,NA,81.2055264431278,"terrestrial","Kosciusko National Park, NSW, Australia","root"
473,"Plantago euryphylla","respiration rate",0.963317181964805,75.2263391,75.2317920567455,-323.22067054582,76.7447175217157,"terrestrial","Kosciusko National Park, NSW, Australia","root"
474,"Plantago lanceolata","respiration rate",0.957237738029495,102.975409222222,74.2836218459183,NA,75.2697447325994,"terrestrial","Emorsgate Seed Pty Ltd (Norfolk, UK)","root"
475,"Plantago euryphylla","respiration rate",0.961277441872051,74.583335,65.269597475855,-234.982551393336,65.6668051842542,"terrestrial","Kosciusko National Park, NSW, Australia","root"
476,"Plantago lanceolata","respiration rate",0.929946189506122,59.252930625,64.0488785822711,-249.519169611035,64.4460862906703,"terrestrial","Emorsgate Seed Pty Ltd (Norfolk, UK)","root"
477,"Plantago lanceolata","respiration rate",0.837278031613016,68.125000375,73.4693980022526,NA,73.8666057106518,"terrestrial","Emorsgate Seed Pty Ltd (Norfolk, UK)","root"
