"ID","consumer","trait_name","r2","intercept","AIC","BIC","habitat","location","stage"
339,"Spirodela punctata","net photosynthesis rate",0.606456643726679,3.0384865475,40.8863707476345,41.2041369143539,"freshwater","Buckhout Laboratory, Pennsylvania State University","fronds"
340,"Myriophyllum spicatum","net photosynthesis rate",0.853707824998804,0.640515510909091,-8.67039103003769,-7.07880993884421,"freshwater","Lake Wingra, Madison, Wisconsin, USA","tips"
341,"Vallisneria americana","net photosynthesis rate",0.820237085007361,0.631100482631579,-20.9375511111184,-17.1597951944527,"freshwater","University Bay, Madison, Wisconsin, USA","shoots"
342,"Myriophyllum salsugineum","net photosynthesis rate",0.917103130639006,94.9444444444444,72.0313957770489,72.8202940863937,"freshwater","Lake Wendouree, Ballarat, Victoria, then planted in Griffeth, New South Wales","shoots"
343,"Myriophyllum salsugineum","respiration rate",0.957340392338659,55.8,63.1204498225333,63.9093481318782,"freshwater","Lake Wendouree, Ballarat, Victoria, then planted in Griffeth, New South Wales","shoots"
344,"Myriophyllum salsugineum","gross photosynthesis rate",0.575829476187975,118.288888888889,83.5923771801185,84.3812754894634,"freshwater","Lake Wendouree, Ballarat, Victoria, then planted in Griffeth, New South Wales","shoots"
345,"Zostera muelleri","net photosynthesis rate",0.836710125648964,30.84087785,35.6464163515158,33.1915937959954,"marine","Swan Bay, Port Phillip Bay, Victoria","5 to 10  leaf blades"
346,"Zostera muelleri","respiration rate",0.964854907086279,28.12,38.2759754490883,36.7137270988247,"marine","Swan Bay, Port Phillip Bay, Victoria","5 to 10  leaf blades"
347,"Chromatium sp","net photosynthesis rate",0.815046541956715,58.679562625,75.2615979931462,75.5793641598656,"freshwater","Lake Haruna",NA
348,"Chromatium sp","net photosynthesis rate",0.931851299782997,61.2961311428571,58.9999356862954,58.7835762825167,"freshwater","Yumoto hot sulfur spring",NA
349,"Chlorobium sp.","net photosynthesis rate",0.944001520337187,57.2865274833334,50.7895736319982,49.9566115089104,"freshwater","Yumoto hot sulfur spring",NA
350,"Chromatium sp","net photosynthesis rate",0.984463809407059,51.7330641666667,41.8023808096631,40.9694186865753,"freshwater","Botanical Institute, Faculty of Science, Tokyo Kyoiku University, Otsuka",NA
351,"Artemisia tridentata","net photosynthesis rate",0.947979998260646,5.796,12.4603945554125,10.8981462051489,"terrestrial","Los Angeles, California, USA","shoots"
352,"Artemisia tridentata","net photosynthesis rate",0.996464866339436,6.268,-8.49356174659295,-10.0558100968565,"terrestrial","Los Angeles, California, USA","shoots"
353,"Artemisia tridentata","net photosynthesis rate",0.91019610370084,5.306,5.86822587052999,4.30597752026639,"terrestrial","Los Angeles, California, USA","shoots"
354,"Chamaebatiaria millefolium","net photosynthesis rate",0.997652720493227,8.078,-5.02782584379319,-6.59007419405679,"terrestrial","Los Angeles, California, USA","shoots"
355,"Chamaebatiaria millefolium","net photosynthesis rate",0.972762899291989,3.188,-4.05036574387469,-5.61261409413829,"terrestrial","Los Angeles, California, USA","shoots"
356,"Haplopappus apargioides","net photosynthesis rate",0.954085033807475,3.038,0.125836702875331,-1.43641164738827,"terrestrial","Los Angeles, California, USA","shoots"
357,"Haplopappus apargioides","net photosynthesis rate",0.920074854366002,2.968,0.118760896231927,-1.44348745403167,"terrestrial","Los Angeles, California, USA","shoots"
358,"Haplopappus apargioides","net photosynthesis rate",0.925414681742524,2.752,0.025371484154884,-1.53687686610871,"terrestrial","Los Angeles, California, USA","shoots"
359,"Artemisia arbuscula","net photosynthesis rate",0.967245204806044,5.278,-1.67703753211698,-3.23928588238058,"terrestrial","Los Angeles, California, USA","shoots"
360,"Artemisia arbuscula","net photosynthesis rate",0.980554085964618,3.158,-6.16539359871982,-7.72764194898342,"terrestrial","Los Angeles, California, USA","shoots"
361,"Encelia virginensis","net photosynthesis rate",0.969786692278311,16.604,19.0525239260673,17.4902755758037,"terrestrial","Los Angeles, California, USA","shoots"
362,"Encelia virginensis","net photosynthesis rate",0.918152741664558,6.684,7.85814001316652,6.29589166290292,"terrestrial","Los Angeles, California, USA","shoots"
363,"Cylindrotheca closterium","net photosynthesis rate",0.709715505941821,565.9483877875,117.56452337973,117.882289546449,"marine","Ems-Dollard Estuary, The Netherlands",NA
364,"Cylindrotheca closterium","net photosynthesis rate",0.683522545718621,467.784271785714,100.39293185898,100.176572455202,"marine","Ems-Dollard Estuary, The Netherlands",NA
365,"Zostera noltii","net photosynthesis rate",0.717183422644545,0.33447072,-9.58159508538879,-9.79795448916754,"marine","Palmones estuary, Southern Spain","large leafed"
366,"Zostera noltii","net photosynthesis rate",0.857719823185221,0.501242211428571,-16.8424641286111,-17.0588235323899,"marine","Palmones estuary, Southern Spain","narrow leafed"
367,"Mastocarpus papillatus","net photosynthesis rate",0.662666115524387,0.552795032,1.17035154842276,-0.391896801840835,"marine","Agassiz Beach at Hopkins Marine Station (HMS), Pacific Grove, California, USA","thallus"
368,"Mastocarpus papillatus","net photosynthesis rate",0.778162485673477,0.454037254,-10.2746561854148,-11.8369045356784,"marine","Agassiz Beach at Hopkins Marine Station (HMS), Pacific Grove, California, USA","thallus"
369,"Mastocarpus papillatus","net photosynthesis rate",0.66976300118777,0.176863358,-21.9733414879436,-23.5355898382072,"marine","Agassiz Beach at Hopkins Marine Station (HMS), Pacific Grove, California, USA","thallus"
370,"Mastocarpus papillatus","respiration rate",0.836352707701489,0.218167706,-6.85678000812943,-8.41902835839303,"marine","Agassiz Beach at Hopkins Marine Station (HMS), Pacific Grove, California, USA","thallus"
371,"Mastocarpus papillatus","respiration rate",0.942665469257641,0.226552792,-13.4343180585154,-14.996566408779,"marine","Agassiz Beach at Hopkins Marine Station (HMS), Pacific Grove, California, USA","thallus"
372,"Mastocarpus papillatus","respiration rate",0.970429897320292,0.1436335406,-20.2166269353533,-21.7788752856169,"marine","Agassiz Beach at Hopkins Marine Station (HMS), Pacific Grove, California, USA","thallus"
373,"Cyanidium caldarium","net photosynthesis rate",0.781967208006512,7.81369765,42.4385479907516,42.7563141574709,"freshwater","Cyanidium Creek, Yellowstone Park, Wyoming, USA",NA
374,"Cyanidium caldarium","net photosynthesis rate",0.505558804998974,14.6416581785714,58.1610387335813,57.9446793298025,"freshwater","Cyanidium Creek, Yellowstone Park, Wyoming, USA",NA
375,"Cyanidium caldarium","net photosynthesis rate",0.704541452301381,11.7231910428571,50.9106965587327,50.694337154954,"freshwater","Cyanidium Creek, Yellowstone Park, Wyoming, USA",NA
376,"Cyanidium caldarium","net photosynthesis rate",0.393643911734657,17.3918576685714,65.2810426519162,65.0646832481374,"terrestrial","Yellowstone terrestrial habitat",NA
377,"Desmarestia anceps","net photosynthesis rate",0.982187470104916,10.32417772,14.6066128189852,13.0443644687216,"marine","Signy Island station of the British Antarctic Survey, South Orkney Islands","discs"
378,"Desmarestia anceps","respiration rate",0.971297286528127,4.9345557,19.5373915917398,18.704429468652,"marine","Signy Island station of the British Antarctic Survey, South Orkney Islands","discs"
379,"Leptosarca simplex","net photosynthesis rate",0.728674524460151,16.5242165,30.003181297927,27.5483587424065,"marine","Signy Island station of the British Antarctic Survey, South Orkney Islands","discs"
380,"Leptosarca simplex","respiration rate",0.93368656649463,2.79887806333333,14.5137467884992,13.6807846654114,"marine","Signy Island station of the British Antarctic Survey, South Orkney Islands","discs"
381,"Phyllogigas grandifolius","net photosynthesis rate",0.891272252777409,8.10846074,23.3297808097737,21.7675324595101,"marine","Signy Island station of the British Antarctic Survey, South Orkney Islands","discs"
382,"Phyllogigas grandifolius","respiration rate",0.869474339705992,5.28972932833333,29.7833721005685,28.9504099774807,"marine","Signy Island station of the British Antarctic Survey, South Orkney Islands","discs"
383,"Ascoseira mirabilis","net photosynthesis rate",1,6.1710179,-Inf,-Inf,"marine","Signy Island station of the British Antarctic Survey, South Orkney Islands","discs"
384,"Ascoseira mirabilis","respiration rate",0.98340602621015,13.80249716,23.5820253953428,22.0197770450792,"marine","Signy Island station of the British Antarctic Survey, South Orkney Islands","discs"
385,"Potamogeton pectinatus","gross photosynthesis rate",0.970119122335684,87.8087658333334,41.2640794672655,40.4311173441778,"freshwater","Lake Ijsselmeer, Lemmer, The Netherlands",NA
386,"Potamogeton pectinatus","net photosynthesis rate",0.891764524498874,42.669323,36.5511914390706,35.7182293159829,"freshwater","Lake Ijsselmeer, Lemmer, The Netherlands",NA
387,"Potamogeton pectinatus","respiration rate",0.989334826593749,44.5816726,36.2856844718881,35.4527223488003,"freshwater","Lake Ijsselmeer, Lemmer, The Netherlands",NA
388,"Potamogeton pectinatus","gross photosynthesis rate",0.863830179960813,55.0208993333333,40.7168636390822,39.8839015159944,"freshwater","Lake Ijsselmeer, Lemmer, The Netherlands",NA
389,"Potamogeton pectinatus","net photosynthesis rate",0.893369528575955,29.2326183333333,38.3866912628941,37.5537291398063,"freshwater","Lake Ijsselmeer, Lemmer, The Netherlands",NA
390,"Potamogeton pectinatus","respiration rate",0.996314863819074,25.32051355,24.4512201480797,23.6182580249919,"freshwater","Lake Ijsselmeer, Lemmer, The Netherlands",NA
391,"Potamogeton pectinatus","gross photosynthesis rate",0.890532110950205,54.5447528333334,43.2501480890465,42.4171859659587,"freshwater","Lake Ijsselmeer, Lemmer, The Netherlands",NA
392,"Potamogeton pectinatus","net photosynthesis rate",0.636362769647048,29.4314961666667,42.196438642503,41.3634765194152,"freshwater","Lake Ijsselmeer, Lemmer, The Netherlands",NA
393,"Potamogeton pectinatus","respiration rate",0.999526332753751,24.3179488333333,10.5661166974956,9.73315457440779,"freshwater","Lake Ijsselmeer, Lemmer, The Netherlands",NA
394,"Potamogeton pectinatus","gross photosynthesis rate",0.960997545315942,40.4235603333333,31.9722078566949,31.1392457336071,"freshwater","Lake Ijsselmeer, Lemmer, The Netherlands",NA
395,"Potamogeton pectinatus","net photosynthesis rate",0.909963948299131,22.6088421666667,30.8560380692111,30.0230759461233,"freshwater","Lake Ijsselmeer, Lemmer, The Netherlands",NA
396,"Potamogeton pectinatus","respiration rate",0.996891216280111,16.9594095,18.7537326054475,17.9207704823598,"freshwater","Lake Ijsselmeer, Lemmer, The Netherlands",NA
397,"Potamogeton perfoliatus","gross photosynthesis rate",0.524930341848225,67.4747475714286,66.4358780007348,66.2195185969561,"freshwater","Lake Ijsselmeer, Lemmer, The Netherlands",NA
398,"Potamogeton perfoliatus","net photosynthesis rate",0.968457067248731,29.7643095,26.4998906425846,25.6669285194969,"freshwater","Lake Ijsselmeer, Lemmer, The Netherlands",NA
399,"Potamogeton perfoliatus","respiration rate",0.987059257055675,50.5050505714286,44.6167761570692,44.4004167532904,"freshwater","Lake Ijsselmeer, Lemmer, The Netherlands",NA
400,"Potamogeton perfoliatus","gross photosynthesis rate",0.567945392721516,71.1207928571429,66.0816854625085,65.8653260587298,"freshwater","Lake Ijsselmeer, Lemmer, The Netherlands",NA
401,"Potamogeton perfoliatus","net photosynthesis rate",0.925127169761597,36.7200358333333,39.0595689382754,38.2266068151876,"freshwater","Lake Ijsselmeer, Lemmer, The Netherlands",NA
402,"Potamogeton perfoliatus","respiration rate",0.988779981547978,55.484576,37.3709436685321,36.5379815454443,"freshwater","Lake Ijsselmeer, Lemmer, The Netherlands",NA
403,"Potamogeton perfoliatus","gross photosynthesis rate",0.697031529661489,58.4887848571428,59.3781146762201,59.1617552724413,"freshwater","Lake Ijsselmeer, Lemmer, The Netherlands",NA
404,"Potamogeton perfoliatus","net photosynthesis rate",0.861632115074064,26.3360885,34.1277020105042,33.2947398874164,"freshwater","Lake Ijsselmeer, Lemmer, The Netherlands",NA
405,"Potamogeton perfoliatus","respiration rate",0.972021454885493,40.116381,45.8962423453748,45.679882941596,"freshwater","Lake Ijsselmeer, Lemmer, The Netherlands",NA
406,"Potamogeton perfoliatus","gross photosynthesis rate",0.74782498574937,56.0663611428571,59.4911641691691,59.2748047653903,"freshwater","Lake Ijsselmeer, Lemmer, The Netherlands",NA
407,"Potamogeton perfoliatus","net photosynthesis rate",0.662849891760616,32.4674521666667,46.1773759390122,45.3444138159245,"freshwater","Lake Ijsselmeer, Lemmer, The Netherlands",NA
408,"Potamogeton perfoliatus","respiration rate",0.986798712103452,28.7988117142857,34.787991044418,34.5716316406392,"freshwater","Lake Ijsselmeer, Lemmer, The Netherlands",NA
409,"Callitriche obtusangula","gross photosynthesis rate",0.844285165236212,194.599007342857,77.0493276349329,76.8329682311542,"freshwater","Breukelen, The Netherlands","Apical shoots"
410,"Callitriche obtusangula","net photosynthesis rate",0.584035138875908,151.976222833333,64.8529945912526,64.0200324681648,"freshwater","Breukelen, The Netherlands","Apical shoots"
411,"Callitriche obtusangula","respiration rate",0.933141509013347,72.296183,54.5341515478176,54.3177921440389,"freshwater","Breukelen, The Netherlands","Apical shoots"
412,"Callitriche obtusangula","gross photosynthesis rate",0.670808247693099,101.827756,59.8885375927648,59.055575469677,"freshwater","Breukelen, The Netherlands","Apical shoots"
413,"Callitriche obtusangula","net photosynthesis rate",0.905185650512754,73.974088,17.9376497626434,16.3754014123798,"freshwater","Breukelen, The Netherlands","Apical shoots"
414,"Callitriche obtusangula","respiration rate",0.919175472754295,37.9963406666667,44.3193677343086,43.4864056112208,"freshwater","Breukelen, The Netherlands","Apical shoots"
415,"Callitriche obtusangula","gross photosynthesis rate",0.745213608908882,76.428236,52.998518855202,52.1655567321142,"freshwater","Breukelen, The Netherlands","Apical shoots"
416,"Callitriche obtusangula","net photosynthesis rate",0.590349759341038,39.4756555,50.1150473128951,49.2820851898073,"freshwater","Breukelen, The Netherlands","Apical shoots"
417,"Callitriche obtusangula","respiration rate",0.976152212415776,34.23221,36.5824346783635,35.7494725552758,"freshwater","Breukelen, The Netherlands","Apical shoots"
418,"Callitriche obtusangula","gross photosynthesis rate",0.877261739833777,81.527225,47.9924956766471,47.1595335535593,"freshwater","Breukelen, The Netherlands","Apical shoots"
419,"Callitriche obtusangula","net photosynthesis rate",0.779373033692548,47.067021,44.8137013349886,43.9807392119008,"freshwater","Breukelen, The Netherlands","Apical shoots"
420,"Callitriche obtusangula","respiration rate",0.988419505040706,32.0435475,31.5079692974676,30.6750071743798,"freshwater","Breukelen, The Netherlands","Apical shoots"
421,"Callitriche obtusangula","gross photosynthesis rate",0.767254085631654,114.849786666667,51.8720631385615,51.0391010154737,"freshwater","Breukelen, The Netherlands","Apical shoots"
422,"Callitriche obtusangula","net photosynthesis rate",0.674468514487033,69.3562231666667,53.9202222109159,53.0872600878281,"freshwater","Breukelen, The Netherlands","Apical shoots"
423,"Callitriche obtusangula","respiration rate",0.982926597066306,43.9866475,37.7530766431678,36.92011452008,"freshwater","Breukelen, The Netherlands","Apical shoots"
424,"Enteromorpha intertinalis","respiration rate",0.855378303329016,1.47345594181818,-12.7305121430919,-11.1389310518984,"marine","Whitstable, Kent, UK",NA
425,"Fucus ceranoides","respiration rate",0.458221384102134,1.02870991454545,8.74135286081184,10.3329339520053,"marine","Whitstable, Kent, UK",NA
426,"Ulva lactuca","respiration rate",0.503956644682335,0.780023015833333,10.4416203988552,12.3812469980072,"marine","Whitstable, Kent, UK",NA
427,"Chondrus crispus","respiration rate",0.687991501424309,0.661345323333334,-6.25067503923431,-4.31104844008231,"marine","Whitstable, Kent, UK",NA
428,"Griffithsia flosculosa","respiration rate",0.540097433714461,0.614755193333334,-3.66094346330442,-1.72131686415242,"marine","Whitstable, Kent, UK",NA
429,"Porphyra umbilicalis","respiration rate",0.921933772279471,1.11129578083333,-13.2603425439861,-11.3207159448341,"marine","Whitstable, Kent, UK",NA
430,"Enteromorpha intertinalis","respiration rate",0.903592305586447,1.42363758923077,-4.01538238530737,-1.75558495546123,"marine","Whitstable, Kent, UK",NA
431,"Fucus ceranoides","respiration rate",0.88821318788716,0.969376810769231,-13.3492884849568,-11.0894910551107,"marine","Whitstable, Kent, UK",NA
432,"Ulva lactuca","respiration rate",0.84508989228651,1.09025787583333,2.49005650319124,4.42968310234324,"marine","Whitstable, Kent, UK",NA
433,"Chondrus crispus","respiration rate",0.885588469651434,0.406922431538462,-33.9674678099295,-31.7076703800833,"marine","Whitstable, Kent, UK",NA
434,"Griffithsia flosculosa","respiration rate",0.809218390133587,0.611926591538462,-11.3058449813609,-9.04604755151472,"marine","Whitstable, Kent, UK",NA
435,"Porphyra umbilicalis","respiration rate",0.862652738889543,0.561375790769231,-30.0893437647361,-27.82954633489,"marine","Whitstable, Kent, UK",NA
436,"Enteromorpha intertinalis","respiration rate",0.724085087095155,0.567118358,0.289231204272514,1.4995715762487,"marine","Whitstable, Kent, UK",NA
437,"Fucus ceranoides","respiration rate",0.837283592419539,0.651554743,0.904303641950094,2.11464401392628,"marine","Whitstable, Kent, UK",NA
438,"Ulva lactuca","respiration rate",0.88274076114969,0.839319961,-2.37918162015323,-1.16884124817705,"marine","Whitstable, Kent, UK",NA
439,"Chondrus crispus","respiration rate",0.722778507962268,0.343888887,-8.09511941903401,-6.88477904705783,"marine","Whitstable, Kent, UK",NA
440,"Griffithsia flosculosa","respiration rate",0.734671510183618,0.533795408,-2.45374198764812,-1.24340161567194,"marine","Whitstable, Kent, UK",NA
441,"Phaeodactylum tricornutum",NA,0.643957575202555,1.102258808,9.43426365914333,7.87201530887973,"marine","Northeast Pacific Culture Collection (University of British Columbia, Vancouver, B.C.) no. 738 (isolated in West Dennis, MA, USA)",NA
442,"Phaeodactylum tricornutum",NA,0.985778316201087,0.2568455806,-12.5946801102858,-14.1569284605494,"marine","Northeast Pacific Culture Collection (University of British Columbia, Vancouver, B.C.) no. 738 (isolated in West Dennis, MA, USA)",NA
443,"Acanthophora spicifera","net photosynthesis rate",0.703725191927172,4867.46256666667,117.121176995811,116.288214872723,"marine","Mangrove community, Tampa Bay, Florida, Usa","branches"
444,"Gracilaria verrucosa","net photosynthesis rate",0.90182685830413,3748.59253333333,104.190373238875,103.357411115787,"marine","Mangrove community, Tampa Bay, Florida, Usa","branches"
445,"Bostrychia binderi","net photosynthesis rate",0.665045211932185,1629.1731226,88.8668552319218,87.3046068816582,"marine","Mangrove community, Tampa Bay, Florida, Usa","branches"
446,"Cladophora repens","net photosynthesis rate",0.724968341405271,714.7602025,92.5086781767902,91.6757160537024,"marine","Mangrove community, Tampa Bay, Florida, Usa","branches"
447,"Acanthophora spicifera","respiration rate",0.82490779652207,575.03652,80.757392078234,79.9244299551463,"marine","Mangrove community, Tampa Bay, Florida, Usa","branches"
448,"Gracilaria verrucosa","respiration rate",0.174028161684685,289.314268333333,78.016053832379,77.1830917092912,"marine","Mangrove community, Tampa Bay, Florida, Usa","branches"
449,"Bostrychia binderi","respiration rate",0.984744549183374,196.276526666667,58.5641427117638,57.731180588676,"marine","Mangrove community, Tampa Bay, Florida, Usa","branches"
450,"Cladophora repens","respiration rate",0.359366652715195,194.119986666667,73.4758766707034,72.6429145476156,"marine","Mangrove community, Tampa Bay, Florida, Usa","branches"
451,"Catenella repens","net photosynthesis rate",0.791748292966549,1045.33916266667,95.8654953956859,95.0325332725981,"marine","Salt marsh, mouth of Weeki Wachee River, Florida, Usa","branches"
452,"Spyridia filamentosa","net photosynthesis rate",0.932625794696567,1008.4410175,57.4628419782577,55.0080194227372,"marine","Salt marsh, mouth of Weeki Wachee River, Florida, Usa","branches"
453,"Gracilaria verrucosa","net photosynthesis rate",0.838148578911477,767.568104,74.2241277593972,72.6618794091336,"marine","Salt marsh, mouth of Weeki Wachee River, Florida, Usa","branches"
454,"Bostrychia binderi","net photosynthesis rate",0.696038993865666,772.804573833334,94.0672563236878,93.2342942006,"marine","Salt marsh, mouth of Weeki Wachee River, Florida, Usa","branches"
455,"Catenella repens","respiration rate",0.46590960953891,179.206036666667,73.5322474442174,72.6992853211297,"marine","Salt marsh, mouth of Weeki Wachee River, Florida, Usa","branches"
456,"Spyridia filamentosa","respiration rate",0.973203523623415,261.690816666667,59.1183758108966,58.2854136878088,"marine","Salt marsh, mouth of Weeki Wachee River, Florida, Usa","branches"
457,"Gracilaria verrucosa","respiration rate",0.692127446968659,352.414546666667,77.4272970626351,76.5943349395473,"marine","Salt marsh, mouth of Weeki Wachee River, Florida, Usa","branches"
458,"Bostrychia binderi","respiration rate",0.817332732861124,242.122421666667,75.2576445487241,74.4246824256363,"marine","Salt marsh, mouth of Weeki Wachee River, Florida, Usa","branches"
459,"Chlorella vulgaris","net photosynthesis rate",0.980853323951496,17.2665480906667,32.5951176066208,31.762155483533,"freshwater","Hopkins Marine Station, Pacific Grove, Usa",NA
460,"Chlorella pyrenoidosa","net photosynthesis rate",0.999426281509792,6.55148515133333,-1.80517187637883,-2.63813399946661,"freshwater","Hopkins Marine Station, Pacific Grove, Usa",NA
461,"Hormidium flaccidum","net photosynthesis rate",0.999430588095077,4.98247300042857,-9.3143945077076,-9.53075391148634,"freshwater","Hopkins Marine Station, Pacific Grove, Usa",NA
462,"Ferocactus acanthodes","respiration rate",0.800839561206207,5.4424243,54.0254913793396,55.9651179784916,"terrestrial","University of California, Deep Canyon Desert, Research Center from 'Agave Hill' near Palm Desert,Calidornia, USA","root"
463,"Ferocactus acanthodes","respiration rate",0.818006316942281,5.26666658666667,54.0651664003508,56.0047929995028,"terrestrial","University of California, Deep Canyon Desert, Research Center from 'Agave Hill' near Palm Desert,Calidornia, USA","root"
464,"Ferocactus acanthodes","respiration rate",0.845875562423751,9.89090916923077,67.1066909140637,69.3664883439098,"terrestrial","University of California, Deep Canyon Desert, Research Center from 'Agave Hill' near Palm Desert,Calidornia, USA","root"
465,"Ferocactus acanthodes","respiration rate",0.79973542385989,10.8165288636364,62.4273117385914,64.0188928297849,"terrestrial","University of California, Deep Canyon Desert, Research Center from 'Agave Hill' near Palm Desert,Calidornia, USA","root"
466,"Opuntia ficus-indica","respiration rate",0.883682668130511,9.10550252692308,66.1161893949127,68.3759868247589,"terrestrial","Espinosa Cactus Farm, San Bernardino, California, Usa","root"
467,"Opuntia ficus-indica","respiration rate",0.89719684399431,9.18850781818182,54.359412394509,55.9509934857025,"terrestrial","Espinosa Cactus Farm, San Bernardino, California, Usa","root"
468,"Opuntia ficus-indica","respiration rate",0.930673242208288,17.7572608769231,72.6502414818607,74.9100389117068,"terrestrial","Espinosa Cactus Farm, San Bernardino, California, Usa","root"
469,"Opuntia ficus-indica","respiration rate",0.909472197180714,17.9855248909091,63.6008048785221,65.1923859697156,"terrestrial","Espinosa Cactus Farm, San Bernardino, California, Usa","root"
470,"Plantago lanceolata","respiration rate",0.863612467974469,60.37021175,98.7786569244168,100.718283523569,"terrestrial","Emorsgate Seed Pty Ltd (Norfolk, UK)","root"
471,"Plantago lanceolata","respiration rate",0.849333419756149,106.847895416667,115.307037629053,117.246664228205,"terrestrial","Emorsgate Seed Pty Ltd (Norfolk, UK)","root"
472,"Plantago euryphylla","respiration rate",0.942890143301587,65.1216457,81.1329407494487,82.3432811214249,"terrestrial","Kosciusko National Park, NSW, Australia","root"
473,"Plantago euryphylla","respiration rate",0.898850973580908,75.2263391,83.3746567211659,84.5849970931421,"terrestrial","Kosciusko National Park, NSW, Australia","root"
474,"Plantago lanceolata","respiration rate",0.917811297035444,102.975409222222,78.1638787220132,78.9527770313581,"terrestrial","Emorsgate Seed Pty Ltd (Norfolk, UK)","root"
475,"Plantago euryphylla","respiration rate",0.901942337690049,74.583335,70.7026644276493,71.0204305943686,"terrestrial","Kosciusko National Park, NSW, Australia","root"
476,"Plantago lanceolata","respiration rate",0.736002998316934,59.252930625,72.6622712042323,72.9800373709516,"terrestrial","Emorsgate Seed Pty Ltd (Norfolk, UK)","root"
477,"Plantago lanceolata","respiration rate",0.781987312735916,68.125000375,73.8094798466858,74.1272460134051,"terrestrial","Emorsgate Seed Pty Ltd (Norfolk, UK)","root"
478,"Plantago lanceolata","respiration rate",0.874207698643112,59.1374265,65.7259713631429,66.0437375298622,"terrestrial","Emorsgate Seed Pty Ltd (Norfolk, UK)","root"
479,"Plantago lanceolata","respiration rate",0.834264337922696,27.7103496,31.7396587324548,30.1774103821912,"terrestrial","Emorsgate Seed Pty Ltd (Norfolk, UK)","root"
480,"Plantago lanceolata","respiration rate",0.998266026479245,41.2172832,13.3009141277335,11.7386657774699,"terrestrial","Emorsgate Seed Pty Ltd (Norfolk, UK)","root"
481,"Plantago lanceolata","respiration rate",0.968584788663901,49.2713708,34.1206638592406,32.558415508977,"terrestrial","Emorsgate Seed Pty Ltd (Norfolk, UK)","root"
482,"Plantago lanceolata","respiration rate",0.983786242550688,46.624332,29.1382676417681,27.5760192915045,"terrestrial","Emorsgate Seed Pty Ltd (Norfolk, UK)","root"
483,"Fontinalis antipyretica","gross photosynthesis rate",0.919464900082321,1431.6,72.5409210331896,70.978672682926,"freshwater","Esthwaite Water, English Lake District",NA
484,"Fontinalis antipyretica","respiration rate",0.943491856650301,67.6,43.0576834575537,41.4954351072901,"freshwater","Esthwaite Water, English Lake District",NA
485,"Eucalyptus marginata","net photosynthesis rate",0.995516919790548,26.725,12.6317277903338,12.9494939570531,"terrestrial","Gleneagle area, 100 km SE of Perth, Australia","leaf"
486,"Eucalyptus marginata","respiration rate",0.996300599572228,6.40833333333334,-19.0050832060603,-17.0654566069083,"terrestrial","Gleneagle area, 100 km SE of Perth, Australia","leaf"
487,"Acacia craspedocarpa","net photosynthesis rate",0.999312178989094,27.9,-5.83130829426084,-5.5135421275415,"terrestrial","Lakeside Station, near Cue. Western Australia","leaf"
488,"Acacia craspedocarpa","respiration rate",0.993984174607799,8.35454545454546,-5.32980410521045,-3.73822301401696,"terrestrial","Lakeside Station, near Cue. Western Australia","leaf"
489,"Rhagodia baccata","net photosynthesis rate",0.999907262237149,46.34,-2.20091423816358,-3.76316258842718,"terrestrial","Lakeside Station, near Cue. Western Australia","leaf"
490,"Rhagodia baccata","respiration rate",0.982447006766768,9.19285714285714,10.2369704903937,12.7931998088548,"terrestrial","Lakeside Station, near Cue. Western Australia","leaf"
491,"Acer rubrum","respiration rate",0.99812425936902,0.461253678,-22.3508014425473,-23.9130497928109,"terrestrial","Coweeta Hydrological Laboratory, Southern Apalachians, Western North Carolina, Usa","leaf"
492,"Carya glabra","respiration rate",0.996445569931673,0.252134788,-26.5471224579716,-28.1093708082352,"terrestrial","Coweeta Hydrological Laboratory, Southern Apalachians, Western North Carolina, Usa","leaf"
493,"Quercus rubra","respiration rate",0.99956111659885,0.681728246,-25.4722080318754,-27.034456382139,"terrestrial","Coweeta Hydrological Laboratory, Southern Apalachians, Western North Carolina, Usa","leaf"
494,"Quercus alba","respiration rate",0.991750570661144,0.415828266,-18.0132599135949,-19.5755082638585,"terrestrial","Coweeta Hydrological Laboratory, Southern Apalachians, Western North Carolina, Usa","leaf"
495,"Quercus prinus","respiration rate",0.99986763497178,0.64413497,-32.2337585293592,-33.7960068796228,"terrestrial","Coweeta Hydrological Laboratory, Southern Apalachians, Western North Carolina, Usa","leaf"
496,"Quercus coccinea","respiration rate",0.997004220534652,0.360611386,-22.8826378197716,-24.4448861700352,"terrestrial","Coweeta Hydrological Laboratory, Southern Apalachians, Western North Carolina, Usa","leaf"
497,"Liriodendron tulipifera","respiration rate",0.995592835756929,0.45772922,-17.656092990421,-19.2183413406846,"terrestrial","Coweeta Hydrological Laboratory, Southern Apalachians, Western North Carolina, Usa","leaf"
498,"Acer rubrum","respiration rate",0.998670487117818,10.84005606,7.45354605273062,5.89129770246702,"terrestrial","Coweeta Hydrological Laboratory, Southern Apalachians, Western North Carolina, Usa","leaf"
499,"Carya glabra","respiration rate",0.9955280692562,4.08360874,2.49101817625133,0.928769825987729,"terrestrial","Coweeta Hydrological Laboratory, Southern Apalachians, Western North Carolina, Usa","leaf"
500,"Quercus rubra","respiration rate",0.999741775119212,8.7670993,-2.53628325565229,-4.09853160591589,"terrestrial","Coweeta Hydrological Laboratory, Southern Apalachians, Western North Carolina, Usa","leaf"
